51.791 26.1035 25.6875 75.1587 33.6683 51.791 12982.5 41.214 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
14.0667 6.2753 7.7914 30.7892 16.4028 14.0667 12445.1 15.51 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
69.7288 35.7494 33.9794 110.051 48.4911 69.7288 96.9754 14.81 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
8.9357 4.84 4.0957 27.1738 11.6614 8.9357 2616.45 7.6493 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
35.5119 18.9226 16.5893 58.5004 19.3398 35.5119 1071.78 16.493 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
22.0969 12.3918 9.7051 42.7057 12.9489 22.0969 7844.45 19.081 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
61.5408 28.9387 32.6021 84.6735 48.1375 61.5408 833.564 23.397 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
11.3747 3.8608 7.5139 25.5191 18.1847 11.3747 11351.8 13.836 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
7.0197 3.0415 3.9782 24.6262 11.4039 7.0197 2012.6 6.7842 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
23.6937 12.8449 10.8488 43.2394 14.2541 23.6937 11181.8 22.116 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
18.6051 9.7229 8.8822 39.167 13.5544 18.6051 12373.6 19.439 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
8.4627 4.5731 3.8896 28.4799 10.3984 8.4627 5886.2 12.552 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
13.5977 4.964 8.6337 27.8307 20.5022 13.5977 10482.2 16.203 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
31.4787 16.4559 15.0228 50.6054 16.8562 31.4787 2162.74 17.983 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
36.0696 18.6785 17.3911 56.3135 20.1983 36.0696 9289.51 28.83 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
13.6094 6.8746 6.7348 32.3881 13.8923 13.6094 9574.54 14.435 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
6.9541 3.4135 3.5406 24.8292 10.9055 6.9541 919.534 4.8966 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
10.7712 4.4368 6.3344 26.6206 15.777 10.7712 13201.2 13.142 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
14.2951 7.6107 6.6844 33.4748 13.1948 14.2951 8648.08 14.203 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
13.23 8.0468 5.1832 37.0444 31.9296 13.23 8595.46 15.306 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
11.639 3.7317 7.9073 25.3336 20.5517 11.639 2505.48 8.8879 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
47.0466 22.6162 24.4304 73.678 28.5837 47.0466 83.1235 10.53 0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0 
